Trip_ID,start_area,end_area,distance_km,time_of_day,day_of_week,weather_condition,traffic_density_level,road_type,average_speed_kmph
TRIP_00260,Frazer Town,Sadashivanagar,5.0,Morning Peak,Weekday,Heatwave,Very High,Highway,21.2
TRIP_00261,Indiranagar,Yelahanka,19.04,Evening Peak,Weekday,Heatwave,Very High,Main Road,8.8
TRIP_00262,NIMHANS,Marathahalli,4.77,Afternoon,Weekday,Rain,Medium,Inner Road,10.8
TRIP_00263,Whitefield,Jayanagar,23.96,Afternoon,Weekday,Heatwave,Medium,Main Road,28.3
TRIP_00264,Koramangala,Whitefield,12.51,Evening Peak,Weekday,Clear,Very High,Main Road,14.6
TRIP_00265,Koramangala,Malleshwaram,11.44,Morning Peak,Weekday,Rain,Medium,Highway,44.0
TRIP_00266,RR Nagar,Bellandur,27.39,Afternoon,Weekday,Clear,High,Inner Road,18.0
TRIP_00267,Frazer Town,Yelahanka,20.04,Night,Weekend,Rain,Very High,Highway,11.8
TRIP_00268,Koramangala,Yelahanka,15.78,Evening Peak,Weekday,Clear,Very High,Highway,23.2
TRIP_00269,Yelahanka,Frazer Town,20.04,Morning Peak,Weekday,Fog,Very High,Main Road,7.8
TRIP_00270,Jayanagar,BTM Layout,20.24,Morning Peak,Weekend,Clear,Medium,Main Road,30.2
TRIP_00271,Banashankari,Jayanagar,20.09,Night,Weekday,Heatwave,High,Highway,35.7
TRIP_00272,RR Nagar,Hebbal,11.6,Afternoon,Weekday,Rain,Very High,Highway,11.9
TRIP_00273,Banashankari,JP Nagar,12.39,Morning Peak,Weekday,Clear,Low,Highway,67.7
TRIP_00274,Marathahalli,BTM Layout,13.17,Evening Peak,Weekday,Clear,Very High,Highway,19.0
TRIP_00275,KR Puram,Yelahanka,25.37,Evening Peak,Weekend,Clear,Medium,Highway,52.1
TRIP_00276,Yelahanka,Frazer Town,20.04,Evening Peak,Weekday,Clear,Very High,Highway,21.0
TRIP_00277,Malleshwaram,Hebbal,6.08,Afternoon,Weekday,Clear,Low,Highway,78.8
TRIP_00278,Marathahalli,Rajajinagar,21.25,Morning Peak,Weekday,Clear,High,Main Road,17.6
TRIP_00279,Yelahanka,Frazer Town,20.04,Afternoon,Weekend,Rain,High,Main Road,14.1
TRIP_00280,Chickpet,NIMHANS,9.5,Afternoon,Weekday,Fog,Medium,Highway,29.2
TRIP_00281,Electronic City,Hebbal,17.83,Night,Weekday,Clear,Medium,Highway,62.7
TRIP_00282,Whitefield,HSR Layout,21.63,Afternoon,Weekend,Fog,Medium,Main Road,20.0
TRIP_00283,Whitefield,Sadashivanagar,20.73,Morning Peak,Weekday,Clear,High,Highway,31.1
TRIP_00284,Banashankari,Kempegowda International Airport,21.04,Afternoon,Weekday,Clear,Medium,Highway,62.2
TRIP_00285,MG Road,Chickpet,2.54,Evening Peak,Weekday,Clear,High,Inner Road,14.2
TRIP_00286,Frazer Town,Koramangala,14.76,Morning Peak,Weekend,Rain,Very High,Highway,12.4
TRIP_00287,Malleshwaram,Whitefield,16.06,Evening Peak,Weekday,Clear,High,Inner Road,19.0
TRIP_00288,Basavanagudi,MG Road,7.13,Afternoon,Weekday,Clear,Medium,Main Road,33.3
TRIP_00289,Hebbal,Frazer Town,9.27,Afternoon,Weekday,Clear,Medium,Main Road,45.9
TRIP_00290,Indiranagar,Whitefield,9.35,Night,Weekday,Heatwave,High,Highway,36.6
TRIP_00291,Electronic City,Marathahalli,5.32,Morning Peak,Weekday,Clear,High,Highway,39.1
TRIP_00292,Kempegowda International Airport,Jayanagar,7.4,Evening Peak,Weekday,Clear,High,Inner Road,8.3
TRIP_00293,RR Nagar,Frazer Town,18.15,Evening Peak,Weekday,Rain,High,Main Road,16.5
TRIP_00294,Malleshwaram,Marathahalli,14.26,Night,Weekday,Clear,High,Main Road,27.7
TRIP_00295,Whitefield,Banashankari,8.57,Afternoon,Weekday,Clear,Medium,Main Road,43.8
TRIP_00296,Koramangala,Sadashivanagar,18.43,Evening Peak,Weekday,Rain,High,Main Road,13.4
TRIP_00297,Electronic City,Peenya,2.67,Evening Peak,Weekday,Rain,High,Inner Road,7.8
TRIP_00298,Chickpet,MG Road,2.54,Morning Peak,Weekday,Clear,Medium,Inner Road,25.3
TRIP_00299,Jayanagar,HSR Layout,4.38,Evening Peak,Weekend,Heatwave,High,Main Road,24.5
TRIP_00300,HSR Layout,KR Puram,16.5,Afternoon,Weekend,Clear,Medium,Highway,55.4
TRIP_00301,JP Nagar,Malleshwaram,14.25,Evening Peak,Weekday,Rain,High,Main Road,18.7
TRIP_00302,Indiranagar,Rajajinagar,20.1,Evening Peak,Weekday,Clear,High,Highway,29.5
TRIP_00303,Koramangala,HSR Layout,13.23,Afternoon,Weekend,Clear,Medium,Main Road,45.0
TRIP_00304,HSR Layout,RR Nagar,13.1,Evening Peak,Weekday,Heatwave,High,Main Road,20.1
TRIP_00305,Banashankari,Kempegowda International Airport,21.04,Morning Peak,Weekend,Fog,High,Highway,18.2
TRIP_00306,Koramangala,Peenya,7.23,Evening Peak,Weekday,Clear,Very High,Inner Road,8.0
TRIP_00307,Chickpet,Marathahalli,14.23,Afternoon,Weekday,Clear,Medium,Main Road,41.6
TRIP_00308,Indiranagar,NIMHANS,3.26,Morning Peak,Weekday,Clear,Very High,Main Road,10.5
TRIP_00309,Rajajinagar,Chickpet,11.29,Morning Peak,Weekday,Clear,High,Main Road,25.8
TRIP_00310,MG Road,Peenya,12.39,Evening Peak,Weekday,Fog,High,Highway,21.2
TRIP_00311,Frazer Town,Hebbal,9.27,Afternoon,Weekend,Clear,Very High,Main Road,9.7
TRIP_00312,Bellandur,Indiranagar,8.11,Evening Peak,Weekday,Heatwave,Very High,Main Road,13.2
TRIP_00313,Indiranagar,Electronic City,1.9,Afternoon,Weekend,Fog,High,Inner Road,8.2
TRIP_00314,Malleshwaram,Jayanagar,10.56,Evening Peak,Weekday,Clear,High,Main Road,27.9
TRIP_00315,BTM Layout,Frazer Town,10.05,Afternoon,Weekend,Clear,Medium,Highway,55.1
TRIP_00316,Jayanagar,RR Nagar,14.51,Morning Peak,Weekday,Clear,Medium,Highway,56.7
TRIP_00317,Rajajinagar,Malleshwaram,8.11,Evening Peak,Weekday,Clear,Very High,Inner Road,7.7
TRIP_00318,Marathahalli,Sadashivanagar,21.24,Evening Peak,Weekend,Clear,Low,Highway,80.5
TRIP_00319,Koramangala,Hebbal,14.84,Morning Peak,Weekday,Clear,Very High,Main Road,12.4
TRIP_00320,Rajajinagar,NIMHANS,17.0,Afternoon,Weekday,Clear,Medium,Main Road,43.5
TRIP_00321,Malleshwaram,HSR Layout,6.66,Afternoon,Weekend,Rain,High,Main Road,17.9
TRIP_00322,MG Road,KR Puram,8.44,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00323,NIMHANS,Koramangala,2.2,Evening Peak,Weekend,Rain,Medium,Main Road,23.9
TRIP_00324,Chickpet,Marathahalli,14.23,Evening Peak,Weekend,Fog,Medium,Highway,31.8
TRIP_00325,Hebbal,Malleshwaram,6.08,Evening Peak,Weekend,Rain,Very High,Inner Road,6.9
TRIP_00326,RR Nagar,KR Puram,24.21,Afternoon,Weekday,Clear,Medium,Inner Road,28.9
TRIP_00327,JP Nagar,RR Nagar,30.48,Morning Peak,Weekday,Heatwave,Very High,Highway,15.2
TRIP_00328,Marathahalli,Indiranagar,3.66,Afternoon,Weekday,Clear,High,Inner Road,15.4
TRIP_00329,NIMHANS,Whitefield,11.33,Afternoon,Weekday,Rain,High,Main Road,16.1
TRIP_00330,Koramangala,Chickpet,11.65,Morning Peak,Weekday,Rain,Very High,Highway,11.6
TRIP_00331,Whitefield,Electronic City,7.47,Morning Peak,Weekday,Rain,Very High,Main Road,6.7
TRIP_00332,KR Puram,Chickpet,6.2,Morning Peak,Weekday,Clear,Medium,Main Road,35.4
TRIP_00333,Banashankari,KR Puram,3.56,Evening Peak,Weekend,Rain,Low,Inner Road,12.3
TRIP_00334,Sadashivanagar,JP Nagar,20.77,Evening Peak,Weekend,Rain,Medium,Main Road,29.1
TRIP_00335,Electronic City,RR Nagar,29.42,Morning Peak,Weekday,Rain,High,Highway,31.7
TRIP_00336,JP Nagar,Kempegowda International Airport,15.01,Afternoon,Weekday,Heatwave,Medium,Main Road,38.7
TRIP_00337,Hebbal,Koramangala,14.84,Night,Weekday,Clear,Low,Inner Road,18.4
TRIP_00338,Rajajinagar,Chickpet,11.29,Evening Peak,Weekday,Clear,Very High,Highway,17.3
TRIP_00339,Yelahanka,HSR Layout,9.64,Afternoon,Weekend,Clear,Low,Main Road,42.8
TRIP_00340,Basavanagudi,Chickpet,8.98,Afternoon,Weekday,Clear,High,Main Road,29.5
TRIP_00341,Malleshwaram,Jayanagar,10.56,Morning Peak,Weekday,Clear,Very High,Main Road,9.5
TRIP_00342,Electronic City,Basavanagudi,2.8,Afternoon,Weekday,Clear,High,Inner Road,14.0
TRIP_00343,Hebbal,Frazer Town,9.27,Afternoon,Weekday,Fog,Low,Main Road,31.3
TRIP_00344,KR Puram,NIMHANS,14.08,Morning Peak,Weekday,Clear,Very High,Highway,18.7
TRIP_00345,Banashankari,NIMHANS,11.51,Evening Peak,Weekday,Heatwave,Very High,Main Road,9.0
TRIP_00346,BTM Layout,Hebbal,17.1,Evening Peak,Weekday,Clear,Very High,Highway,16.9
TRIP_00347,Yelahanka,KR Puram,25.37,Evening Peak,Weekday,Clear,High,Highway,34.2
TRIP_00348,Basavanagudi,HSR Layout,14.1,Night,Weekend,Rain,High,Main Road,16.6
TRIP_00349,NIMHANS,Malleshwaram,9.61,Evening Peak,Weekday,Rain,Very High,Main Road,9.2
TRIP_00350,Frazer Town,Kempegowda International Airport,18.43,Evening Peak,Weekday,Rain,High,Main Road,13.5
TRIP_00351,Electronic City,NIMHANS,4.68,Night,Weekend,Fog,Low,Main Road,26.4
TRIP_00352,BTM Layout,MG Road,7.89,Evening Peak,Weekday,Clear,Very High,Main Road,10.1
TRIP_00353,Kempegowda International Airport,Koramangala,9.81,Afternoon,Weekday,Rain,Medium,Highway,35.7
TRIP_00354,Malleshwaram,Electronic City,12.97,Night,Weekday,Rain,Medium,Highway,46.9
TRIP_00355,Sadashivanagar,Rajajinagar,5.98,Afternoon,Weekday,Rain,Medium,Main Road,24.8
TRIP_00356,MG Road,Rajajinagar,11.52,Afternoon,Weekend,Heatwave,Low,Highway,79.8
TRIP_00357,BTM Layout,Whitefield,5.74,Afternoon,Weekday,Heatwave,Medium,Highway,45.8
TRIP_00358,HSR Layout,RR Nagar,13.1,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.1
TRIP_00359,Hebbal,JP Nagar,18.89,Evening Peak,Weekday,Clear,Medium,Main Road,41.7
TRIP_00360,Peenya,NIMHANS,7.2,Morning Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00361,Marathahalli,Bellandur,4.88,Night,Weekday,Rain,Medium,Inner Road,18.8
TRIP_00362,Hebbal,Jayanagar,6.67,Afternoon,Weekday,Fog,High,Highway,21.2
TRIP_00363,Marathahalli,Jayanagar,15.88,Evening Peak,Weekend,Rain,High,Main Road,14.7
TRIP_00364,Indiranagar,Electronic City,1.9,Morning Peak,Weekend,Clear,Low,Main Road,35.8
TRIP_00365,MG Road,Malleshwaram,3.42,Morning Peak,Weekday,Heatwave,Very High,Main Road,14.0
TRIP_00366,Banashankari,Hebbal,16.03,Evening Peak,Weekday,Heatwave,Very High,Highway,15.4
TRIP_00367,JP Nagar,Whitefield,8.19,Night,Weekday,Heatwave,Medium,Main Road,25.5
TRIP_00368,Hebbal,HSR Layout,2.52,Afternoon,Weekend,Fog,Low,Main Road,27.0
TRIP_00369,RR Nagar,Peenya,32.09,Morning Peak,Weekday,Heatwave,Low,Highway,72.3
TRIP_00370,Yelahanka,KR Puram,25.37,Afternoon,Weekday,Clear,Medium,Highway,54.8
TRIP_00371,Banashankari,Malleshwaram,10.02,Evening Peak,Weekday,Clear,Very High,Inner Road,8.3
TRIP_00372,Jayanagar,Sadashivanagar,14.54,Afternoon,Weekend,Clear,Medium,Main Road,41.3
TRIP_00373,Koramangala,Whitefield,12.51,Evening Peak,Weekday,Clear,Very High,Highway,21.3
TRIP_00374,Peenya,Koramangala,7.23,Afternoon,Weekday,Clear,Low,Inner Road,38.7
TRIP_00375,Indiranagar,Whitefield,9.35,Evening Peak,Weekend,Clear,High,Main Road,28.5
TRIP_00376,MG Road,HSR Layout,9.35,Morning Peak,Weekend,Clear,High,Main Road,21.4
TRIP_00377,Banashankari,Whitefield,8.57,Afternoon,Weekend,Heatwave,Low,Main Road,33.9
TRIP_00378,Malleshwaram,Rajajinagar,8.11,Morning Peak,Weekday,Fog,Very High,Highway,9.5
TRIP_00379,Indiranagar,Rajajinagar,20.1,Afternoon,Weekday,Heatwave,High,Main Road,25.4
TRIP_00380,Banashankari,Yelahanka,24.67,Night,Weekday,Clear,Medium,Highway,64.5
TRIP_00381,Rajajinagar,Hebbal,3.98,Morning Peak,Weekday,Clear,Medium,Main Road,28.5
TRIP_00382,NIMHANS,Frazer Town,12.66,Afternoon,Weekday,Heatwave,High,Main Road,22.8
TRIP_00383,JP Nagar,Marathahalli,4.6,Evening Peak,Weekday,Clear,High,Main Road,23.0
TRIP_00384,NIMHANS,Malleshwaram,9.61,Morning Peak,Weekday,Clear,Very High,Inner Road,7.8
TRIP_00385,Chickpet,Frazer Town,3.35,Evening Peak,Weekday,Fog,High,Main Road,14.5
TRIP_00386,Malleshwaram,KR Puram,9.9,Night,Weekday,Heatwave,High,Inner Road,15.1
TRIP_00387,JP Nagar,Malleshwaram,14.25,Afternoon,Weekday,Rain,High,Main Road,17.0
TRIP_00388,Rajajinagar,Kempegowda International Airport,16.75,Morning Peak,Weekday,Clear,High,Main Road,22.9
TRIP_00389,Bellandur,Malleshwaram,15.08,Evening Peak,Weekday,Clear,High,Highway,42.8
TRIP_00390,Indiranagar,Malleshwaram,12.43,Evening Peak,Weekday,Clear,High,Highway,30.2
TRIP_00391,Kempegowda International Airport,Electronic City,14.99,Evening Peak,Weekday,Rain,High,Highway,27.3
TRIP_00392,Whitefield,Malleshwaram,16.06,Afternoon,Weekday,Clear,High,Main Road,28.0
TRIP_00393,Yelahanka,Whitefield,27.45,Afternoon,Weekday,Fog,Medium,Main Road,19.9
TRIP_00394,KR Puram,Chickpet,6.2,Evening Peak,Weekday,Fog,Very High,Main Road,8.1
TRIP_00395,Yelahanka,Whitefield,27.45,Evening Peak,Weekday,Rain,Very High,Highway,10.3
TRIP_00396,Basavanagudi,Peenya,5.46,Evening Peak,Weekday,Rain,High,Main Road,16.9
TRIP_00397,Chickpet,BTM Layout,7.47,Evening Peak,Weekday,Clear,Very High,Inner Road,7.6
TRIP_00398,HSR Layout,KR Puram,16.5,Morning Peak,Weekday,Heatwave,Very High,Main Road,10.9
TRIP_00399,Banashankari,Marathahalli,15.46,Afternoon,Weekday,Clear,Medium,Highway,51.4
TRIP_00400,Frazer Town,RR Nagar,18.15,Evening Peak,Weekday,Clear,High,Highway,38.7
TRIP_00401,MG Road,Yelahanka,17.23,Evening Peak,Weekday,Clear,Very High,Highway,20.9
TRIP_00402,Banashankari,NIMHANS,11.51,Afternoon,Weekday,Fog,Medium,Highway,31.6
TRIP_00403,Banashankari,Electronic City,10.93,Morning Peak,Weekday,Clear,High,Main Road,20.7
TRIP_00404,Koramangala,Chickpet,11.65,Evening Peak,Weekday,Clear,Very High,Main Road,10.0
TRIP_00405,Yelahanka,Banashankari,24.67,Evening Peak,Weekday,Clear,Very High,Highway,16.6
TRIP_00406,Whitefield,Peenya,6.92,Evening Peak,Weekday,Fog,High,Main Road,15.7
TRIP_00407,Chickpet,NIMHANS,9.5,Afternoon,Weekday,Clear,Low,Main Road,36.2
TRIP_00408,KR Puram,Whitefield,12.02,Night,Weekday,Rain,Medium,Main Road,23.5
TRIP_00409,Sadashivanagar,HSR Layout,10.2,Morning Peak,Weekday,Clear,High,Highway,42.2
TRIP_00410,Yelahanka,Hebbal,11.86,Evening Peak,Weekday,Clear,Medium,Highway,45.4
TRIP_00411,Peenya,Rajajinagar,23.54,Evening Peak,Weekend,Clear,Medium,Highway,48.1
TRIP_00412,Frazer Town,Bellandur,19.08,Afternoon,Weekday,Clear,High,Inner Road,11.8
TRIP_00413,NIMHANS,Banashankari,11.51,Afternoon,Weekday,Fog,Medium,Main Road,23.5
TRIP_00414,Bellandur,Jayanagar,13.24,Evening Peak,Weekday,Clear,Very High,Highway,18.6
TRIP_00415,Hebbal,BTM Layout,17.1,Evening Peak,Weekend,Fog,Medium,Main Road,16.1
TRIP_00416,Koramangala,Rajajinagar,18.42,Evening Peak,Weekday,Clear,Very High,Main Road,12.2
TRIP_00417,Banashankari,NIMHANS,11.51,Morning Peak,Weekday,Fog,High,Highway,21.1
TRIP_00418,HSR Layout,Jayanagar,4.38,Morning Peak,Weekday,Clear,High,Inner Road,13.4
TRIP_00419,JP Nagar,RR Nagar,30.48,Morning Peak,Weekday,Clear,Very High,Highway,21.2
TRIP_00420,Kempegowda International Airport,Sadashivanagar,19.83,Evening Peak,Weekday,Heatwave,Very High,Highway,14.3
TRIP_00421,Electronic City,Yelahanka,20.8,Afternoon,Weekend,Rain,High,Highway,25.1
TRIP_00422,HSR Layout,Whitefield,21.63,Afternoon,Weekday,Clear,Low,Highway,62.7
TRIP_00423,Frazer Town,Whitefield,15.73,Afternoon,Weekday,Clear,Low,Highway,85.4
TRIP_00424,BTM Layout,Frazer Town,10.05,Afternoon,Weekday,Rain,High,Highway,29.5
TRIP_00425,MG Road,Peenya,12.39,Evening Peak,Weekday,Clear,High,Main Road,21.4
TRIP_00426,Peenya,Sadashivanagar,21.87,Night,Weekend,Rain,Low,Highway,55.4
TRIP_00427,RR Nagar,KR Puram,24.21,Morning Peak,Weekday,Heatwave,Very High,Main Road,13.8
TRIP_00428,Rajajinagar,BTM Layout,18.76,Afternoon,Weekday,Clear,Medium,Highway,55.9
TRIP_00429,HSR Layout,Chickpet,10.59,Morning Peak,Weekday,Fog,High,Highway,22.4
TRIP_00430,Frazer Town,Banashankari,7.88,Afternoon,Weekday,Clear,Medium,Main Road,35.1
TRIP_00431,Whitefield,Koramangala,12.51,Morning Peak,Weekday,Clear,Medium,Main Road,26.1
TRIP_00432,Kempegowda International Airport,Banashankari,21.04,Morning Peak,Weekday,Clear,High,Highway,38.1
TRIP_00433,Whitefield,Frazer Town,15.73,Morning Peak,Weekday,Clear,Medium,Highway,62.1
TRIP_00434,JP Nagar,Koramangala,5.29,Evening Peak,Weekday,Clear,High,Main Road,19.7
TRIP_00435,Chickpet,Yelahanka,19.18,Evening Peak,Weekday,Fog,Very High,Highway,9.2
TRIP_00436,Hebbal,Chickpet,9.93,Evening Peak,Weekend,Heatwave,High,Main Road,25.9
TRIP_00437,JP Nagar,Rajajinagar,22.07,Morning Peak,Weekday,Heatwave,High,Highway,32.7
TRIP_00438,Kempegowda International Airport,NIMHANS,10.81,Evening Peak,Weekend,Clear,Medium,Highway,62.7
TRIP_00439,NIMHANS,Sadashivanagar,16.52,Morning Peak,Weekend,Clear,High,Main Road,21.3
TRIP_00440,Marathahalli,Peenya,6.33,Afternoon,Weekday,Clear,Very High,Inner Road,9.2
TRIP_00441,KR Puram,Hebbal,15.41,Evening Peak,Weekday,Clear,Very High,Inner Road,8.2
TRIP_00442,HSR Layout,Jayanagar,4.38,Afternoon,Weekend,Heatwave,High,Main Road,26.3
TRIP_00443,NIMHANS,Sadashivanagar,16.52,Evening Peak,Weekday,Clear,High,Highway,31.0
TRIP_00444,Bellandur,Electronic City,9.97,Evening Peak,Weekday,Fog,Very High,Inner Road,4.8
TRIP_00445,RR Nagar,NIMHANS,25.2,Afternoon,Weekend,Heatwave,Low,Highway,64.5
TRIP_00446,Yelahanka,Koramangala,15.78,Afternoon,Weekday,Clear,High,Main Road,25.3
TRIP_00447,Sadashivanagar,Whitefield,20.73,Morning Peak,Weekday,Clear,High,Highway,36.5
TRIP_00448,Chickpet,Banashankari,6.1,Morning Peak,Weekend,Clear,Low,Highway,80.0
TRIP_00449,Whitefield,Malleshwaram,16.06,Morning Peak,Weekday,Clear,Medium,Main Road,27.2
TRIP_00450,Whitefield,Kempegowda International Airport,22.12,Afternoon,Weekday,Clear,High,Main Road,28.7
TRIP_00451,NIMHANS,Malleshwaram,9.61,Night,Weekday,Rain,Low,Inner Road,14.3
TRIP_00452,Electronic City,Marathahalli,5.32,Evening Peak,Weekday,Clear,High,Main Road,28.5
TRIP_00453,Bellandur,MG Road,13.75,Morning Peak,Weekday,Clear,High,Highway,42.0
TRIP_00454,Koramangala,Sadashivanagar,18.43,Morning Peak,Weekend,Clear,High,Highway,37.7
TRIP_00455,Sadashivanagar,Chickpet,8.08,Evening Peak,Weekday,Clear,High,Highway,41.4
TRIP_00456,MG Road,Marathahalli,11.95,Night,Weekend,Clear,Medium,Highway,44.7
TRIP_00457,Peenya,Whitefield,6.92,Morning Peak,Weekend,Heatwave,Low,Main Road,37.4
TRIP_00458,Indiranagar,Rajajinagar,20.1,Night,Weekday,Clear,Low,Inner Road,16.2
TRIP_00459,Whitefield,Chickpet,12.9,Evening Peak,Weekday,Rain,Medium,Highway,44.4
TRIP_00460,Marathahalli,MG Road,11.95,Night,Weekday,Heatwave,Low,Main Road,33.6
TRIP_00461,Rajajinagar,Hebbal,3.98,Evening Peak,Weekend,Clear,Medium,Main Road,33.0
TRIP_00462,HSR Layout,Malleshwaram,6.66,Morning Peak,Weekday,Clear,Very High,Main Road,12.3
TRIP_00463,Banashankari,MG Road,7.48,Morning Peak,Weekday,Heatwave,Very High,Main Road,8.3
TRIP_00464,Malleshwaram,Kempegowda International Airport,13.83,Evening Peak,Weekday,Rain,High,Main Road,19.2
TRIP_00465,Electronic City,Kempegowda International Airport,14.99,Evening Peak,Weekend,Rain,Very High,Main Road,8.7
TRIP_00466,Malleshwaram,Marathahalli,14.26,Evening Peak,Weekday,Clear,Very High,Main Road,12.8
TRIP_00467,Sadashivanagar,KR Puram,10.5,Afternoon,Weekday,Clear,Medium,Main Road,29.7
TRIP_00468,Rajajinagar,Jayanagar,10.13,Evening Peak,Weekday,Clear,High,Main Road,20.2
TRIP_00469,Whitefield,Kempegowda International Airport,22.12,Afternoon,Weekend,Clear,Very High,Highway,20.7
TRIP_00470,Banashankari,Hebbal,16.03,Morning Peak,Weekday,Heatwave,High,Highway,38.7
TRIP_00471,Kempegowda International Airport,Chickpet,16.54,Evening Peak,Weekday,Clear,High,Highway,42.9
TRIP_00472,Sadashivanagar,HSR Layout,10.2,Evening Peak,Weekday,Heatwave,Very High,Highway,17.0
TRIP_00473,RR Nagar,Electronic City,29.42,Evening Peak,Weekend,Rain,High,Main Road,19.4
TRIP_00474,Frazer Town,Sadashivanagar,5.0,Afternoon,Weekday,Clear,High,Main Road,27.0
TRIP_00475,Whitefield,Banashankari,8.57,Afternoon,Weekday,Clear,Medium,Main Road,40.5
TRIP_00476,KR Puram,Whitefield,12.02,Evening Peak,Weekday,Clear,High,Highway,29.9
TRIP_00477,Frazer Town,Malleshwaram,4.62,Morning Peak,Weekday,Rain,Very High,Inner Road,6.9
TRIP_00478,Koramangala,KR Puram,16.26,Evening Peak,Weekday,Clear,Very High,Main Road,11.2
TRIP_00479,JP Nagar,Rajajinagar,22.07,Morning Peak,Weekday,Rain,High,Main Road,19.3
TRIP_00480,JP Nagar,Basavanagudi,4.08,Afternoon,Weekday,Heatwave,High,Inner Road,18.8
TRIP_00481,KR Puram,Malleshwaram,9.9,Morning Peak,Weekday,Clear,High,Main Road,24.8
TRIP_00482,Indiranagar,Yelahanka,19.04,Evening Peak,Weekday,Clear,Very High,Highway,17.4
TRIP_00483,Malleshwaram,Electronic City,12.97,Morning Peak,Weekday,Rain,Very High,Highway,11.9
TRIP_00484,Hebbal,Indiranagar,16.84,Evening Peak,Weekday,Clear,Very High,Highway,17.5
TRIP_00485,Indiranagar,BTM Layout,9.55,Evening Peak,Weekday,Clear,Very High,Highway,17.7
TRIP_00486,Whitefield,Bellandur,17.44,Afternoon,Weekday,Clear,Low,Main Road,39.7
TRIP_00487,Jayanagar,BTM Layout,20.24,Evening Peak,Weekday,Clear,High,Main Road,25.4
TRIP_00488,Peenya,RR Nagar,32.09,Evening Peak,Weekday,Rain,High,Highway,29.5
TRIP_00489,Malleshwaram,Marathahalli,14.26,Afternoon,Weekday,Clear,High,Main Road,20.5
TRIP_00490,BTM Layout,Whitefield,5.74,Afternoon,Weekday,Clear,Medium,Main Road,26.9
TRIP_00491,BTM Layout,Malleshwaram,11.04,Morning Peak,Weekend,Clear,High,Highway,42.0
TRIP_00492,Electronic City,Frazer Town,14.85,Evening Peak,Weekday,Heatwave,Very High,Highway,16.0
TRIP_00493,RR Nagar,Frazer Town,18.15,Morning Peak,Weekend,Clear,Medium,Main Road,26.5
TRIP_00494,Basavanagudi,KR Puram,12.53,Morning Peak,Weekday,Fog,High,Main Road,9.3
TRIP_00495,Frazer Town,MG Road,5.49,Morning Peak,Weekday,Heatwave,High,Inner Road,9.1
TRIP_00496,Frazer Town,KR Puram,6.29,Morning Peak,Weekday,Rain,High,Main Road,21.3
TRIP_00497,Chickpet,Marathahalli,14.23,Afternoon,Weekday,Clear,Very High,Inner Road,7.9
TRIP_00498,Marathahalli,RR Nagar,29.0,Evening Peak,Weekend,Rain,High,Highway,24.1
TRIP_00499,Jayanagar,Sadashivanagar,14.54,Morning Peak,Weekday,Clear,Medium,Highway,51.6
TRIP_00500,Bellandur,Hebbal,16.74,Afternoon,Weekend,Clear,Low,Main Road,43.2
TRIP_00501,Chickpet,Frazer Town,3.35,Night,Weekday,Clear,High,Inner Road,15.2
TRIP_00502,BTM Layout,Yelahanka,24.43,Evening Peak,Weekday,Heatwave,Very High,Highway,14.3
TRIP_00503,NIMHANS,Indiranagar,3.26,Evening Peak,Weekday,Heatwave,High,Main Road,23.0
TRIP_00504,Yelahanka,Marathahalli,17.4,Evening Peak,Weekend,Clear,Low,Highway,73.6
TRIP_00505,Electronic City,KR Puram,14.22,Morning Peak,Weekday,Clear,High,Main Road,23.1
TRIP_00506,JP Nagar,Sadashivanagar,20.77,Morning Peak,Weekend,Clear,Medium,Highway,52.1
TRIP_00507,MG Road,BTM Layout,7.89,Afternoon,Weekday,Clear,High,Inner Road,11.8
TRIP_00508,NIMHANS,Peenya,7.2,Afternoon,Weekday,Heatwave,Low,Main Road,39.1
TRIP_00509,RR Nagar,Rajajinagar,8.97,Evening Peak,Weekday,Clear,High,Main Road,20.4
TRIP_00510,NIMHANS,Frazer Town,12.66,Night,Weekday,Clear,High,Highway,44.1
TRIP_00511,Jayanagar,JP Nagar,18.68,Evening Peak,Weekday,Clear,Very High,Main Road,10.5
TRIP_00512,Bellandur,Yelahanka,13.52,Morning Peak,Weekday,Clear,Medium,Main Road,26.7
TRIP_00513,Jayanagar,Peenya,20.56,Evening Peak,Weekday,Fog,High,Highway,19.2
